0	1	0	1	0
0.01	0.99875	-0.249896	0.998753	-0.249023
0.02	0.995004	-0.499167	0.995027	-0.495689
0.03	0.988771	-0.747191	0.988849	-0.7394
0.04	0.980067	-0.993347	0.980251	-0.979569
0.05	0.968912	-1.23702	0.969272	-1.21562
0.06	0.955336	-1.4776	0.955954	-1.447
0.07	0.939373	-1.71449	0.940349	-1.67316
0.08	0.921061	-1.94709	0.92251	-1.89358
0.09	0.900447	-2.17483	0.902498	-2.10774
0.1	0.877583	-2.39713	0.880378	-2.31516
0.11	0.852525	-2.61344	0.856219	-2.51537
0.12	0.825336	-2.82321	0.830096	-2.70791
0.13	0.796084	-3.02593	0.802088	-2.89236
0.14	0.764842	-3.22109	0.772277	-3.06833
0.15	0.731689	-3.40819	0.740751	-3.23542
0.16	0.696707	-3.58678	0.707599	-3.39329
0.17	0.659983	-3.7564	0.672917	-3.54161
0.18	0.62161	-3.91663	0.6368	-3.68007
0.19	0.581683	-4.06708	0.599349	-3.8084
0.2	0.540302	-4.20735	0.560667	-3.92635
0.21	0.497571	-4.33712	0.520857	-4.0337
0.22	0.453596	-4.45604	0.480029	-4.13025
0.23	0.408487	-4.56382	0.438289	-4.21584
0.24	0.362358	-4.6602	0.395749	-4.29033
0.25	0.315322	-4.74492	0.35252	-4.35362
0.26	0.267499	-4.81779	0.308714	-4.40562
0.27	0.219007	-4.87862	0.264445	-4.44628
0.28	0.169967	-4.92725	0.219826	-4.47559
0.29	0.120503	-4.96356	0.174971	-4.49355
0.3	0.0707373	-4.98747	0.129993	-4.50018
0.31	0.0207949	-4.99892	0.085005	-4.49557
0.32	-0.0291994	-4.99787	0.040119	-4.47978
0.33	-0.0791208	-4.98433	-0.00455381	-4.45295
0.34	-0.128844	-4.95832	-0.0489037	-4.41522
0.35	-0.178246	-4.91993	-0.0928223	-4.36675
0.36	-0.227202	-4.86924	-0.136203	-4.30774
0.37	-0.27559	-4.80638	-0.178943	-4.23841
0.38	-0.323289	-4.7315	-0.220938	-4.15902
0.39	-0.370181	-4.6448	-0.26209	-4.06981
0.4	-0.416147	-4.54649	-0.302303	-3.97109
0.41	-0.461073	-4.43681	-0.341482	-3.86317
0.42	-0.504846	-4.31605	-0.379537	-3.74638
0.43	-0.547358	-4.18449	-0.416381	-3.62108
0.44	-0.588501	-4.04248	-0.451931	-3.48762
0.45	-0.628174	-3.89037	-0.486108	-3.34642
0.46	-0.666276	-3.72853	-0.518835	-3.19786
0.47	-0.702713	-3.55737	-0.550042	-3.04237
0.48	-0.737394	-3.37732	-0.579661	-2.88039
0.49	-0.770231	-3.18882	-0.607629	-2.71237
0.5	-0.801144	-2.99236	-0.633889	-2.53876
0.51	-0.830053	-2.78842	-0.658387	-2.36004
0.52	-0.856889	-2.57751	-0.681075	-2.17669
0.53	-0.881582	-2.36015	-0.701907	-1.98919
0.54	-0.904072	-2.1369	-0.720846	-1.79805
0.55	-0.924302	-1.90831	-0.737858	-1.60377
0.56	-0.942222	-1.67494	-0.752913	-1.40684
0.57	-0.957787	-1.43739	-0.765988	-1.20778
0.58	-0.970958	-1.19625	-0.777063	-1.00711
0.59	-0.981702	-0.952114	-0.786126	-0.805322
0.6	-0.989992	-0.705601	-0.793168	-0.602939
0.61	-0.995808	-0.457324	-0.798185	-0.400466
0.62	-0.999135	-0.207904	-0.801178	-0.198408
0.63	-0.999965	0.0420354	-0.802156	0.00273476
0.64	-0.998295	0.29187	-0.801128	0.202468
0.65	-0.99413	0.540975	-0.798113	0.400303
0.66	-0.98748	0.788728	-0.79313	0.595761
0.67	-0.978362	1.03451	-0.786207	0.788372
0.68	-0.966798	1.2777	-0.777374	0.977676
0.69	-0.952818	1.51771	-0.766666	1.16322
0.7	-0.936457	1.75392	-0.754123	1.34458
0.71	-0.917755	1.98574	-0.73979	1.52132
0.72	-0.896758	2.2126	-0.723714	1.69304
0.73	-0.873521	2.43393	-0.705947	1.85935
0.74	-0.8481	2.64918	-0.686546	2.01986
0.75	-0.820559	2.85781	-0.66557	2.17423
0.76	-0.790968	3.05929	-0.643083	2.3221
0.77	-0.759399	3.25312	-0.619151	2.46315
0.78	-0.725932	3.43883	-0.593844	2.59709
0.79	-0.690651	3.61594	-0.567234	2.72363
0.8	-0.653644	3.78401	-0.539397	2.84249
0.81	-0.615003	3.94263	-0.51041	2.95345
0.82	-0.574824	4.09138	-0.480355	3.05628
0.83	-0.533209	4.22992	-0.449312	3.15078
0.84	-0.490261	4.35788	-0.417368	3.23677
0.85	-0.446088	4.47495	-0.384606	3.3141
0.86	-0.400799	4.58083	-0.351115	3.38264
0.87	-0.354509	4.67526	-0.316983	3.44227
0.88	-0.307333	4.75801	-0.282299	3.49291
0.89	-0.259389	4.82886	-0.247155	3.5345
0.9	-0.210796	4.88765	-0.21164	3.567
0.91	-0.161676	4.93422	-0.175845	3.59038
0.92	-0.112153	4.96845	-0.139863	3.60466
0.93	-0.0623488	4.99027	-0.103782	3.60986
0.94	-0.0123889	4.99962	-0.0676955	3.60603
0.95	0.0376019	4.99646	-0.0316916	3.59325
0.96	0.0874987	4.98082	0.00413997	3.57161
0.97	0.137177	4.95273	0.0397113	3.54122
0.98	0.186512	4.91226	0.0749357	3.50222
0.99	0.235381	4.85952	0.109728	3.45478
1	0.283662	4.79462	0.144004	3.39906
1.01	0.331234	4.71774	0.177682	3.33526
1.02	0.377977	4.62907	0.210683	3.2636
1.03	0.423777	4.52883	0.242928	3.18431
1.04	0.468516	4.41727	0.274344	3.09764
1.05	0.512085	4.29467	0.304857	3.00386
1.06	0.554374	4.16134	0.334398	2.90325
1.07	0.595277	4.0176	0.362901	2.79612
1.08	0.634693	3.86382	0.3903	2.68276
1.09	0.672522	3.70039	0.416536	2.56352
1.1	0.70867	3.5277	0.441552	2.43872
1.11	0.743046	3.3462	0.465293	2.30872
1.12	0.775566	3.15633	0.48771	2.17387
1.13	0.806147	2.95858	0.508756	2.03455
1.14	0.834713	2.75343	0.528387	1.89114
1.15	0.861192	2.5414	0.546566	1.74401
1.16	0.885519	2.32301	0.563257	1.59357
1.17	0.907633	2.09882	0.578428	1.44021
1.18	0.927478	1.86938	0.592052	1.28433
1.19	0.945005	1.63528	0.604107	1.12634
1.2	0.96017	1.39708	0.614574	0.966643
1.21	0.972935	1.15539	0.623436	0.805654
1.22	0.983268	0.910814	0.630684	0.643782
1.23	0.991144	0.663961	0.63631	0.481436
1.24	0.996542	0.415449	0.640312	0.319023
1.25	0.999449	0.165898	0.642692	0.156948
1.26	0.999859	-0.0840679	0.643454	-0.0043872
1.27	0.997769	-0.333823	0.642608	-0.164586
1.28	0.993185	-0.582744	0.640167	-0.323257
1.29	0.986119	-0.830209	0.636149	-0.480017
1.3	0.976588	-1.0756	0.630574	-0.634487
1.31	0.964616	-1.3183	0.623468	-0.7863
1.32	0.950233	-1.55771	0.614858	-0.935095
1.33	0.933475	-1.79322	0.604777	-1.08052
1.34	0.914383	-2.02425	0.59326	-1.22225
1.35	0.893006	-2.25022	0.580346	-1.35993
1.36	0.869398	-2.47057	0.566076	-1.49328
1.37	0.843616	-2.68474	0.550496	-1.62197
1.38	0.815725	-2.8922	0.533653	-1.74572
1.39	0.785796	-3.09243	0.515599	-1.86427
1.4	0.753902	-3.28493	0.496386	-1.97734
1.41	0.720125	-3.46922	0.476071	-2.0847
1.42	0.684547	-3.64484	0.454712	-2.18612
1.43	0.647258	-3.81135	0.432369	-2.28138
1.44	0.608352	-3.96834	0.409105	-2.3703
1.45	0.567924	-4.1154	0.384985	-2.45269
1.46	0.526078	-4.25218	0.360074	-2.5284
1.47	0.482916	-4.37833	0.33444	-2.59729
1.48	0.438548	-4.49354	0.308151	-2.65922
1.49	0.393083	-4.59752	0.281279	-2.7141
1.5	0.346636	-4.69	0.253893	-2.76184
1.51	0.299322	-4.77076	0.226066	-2.80236
1.52	0.25126	-4.8396	0.19787	-2.83562
1.53	0.20257	-4.89634	0.169378	-2.86159
1.54	0.153374	-4.94084	0.140663	-2.88025
1.55	0.103795	-4.97299	0.111797	-2.8916
1.56	0.0539558	-4.99272	0.0828548	-2.89568
1.57	0.00398203	-4.99996	0.0539079	-2.89251
1.58	-0.0460017	-4.99471	0.0250286	-2.88216
1.59	-0.0958705	-4.97697	-0.0037116	-2.8647
1.6	-0.1455	-4.94679	-0.0322421	-2.84023
1.61	-0.194765	-4.90425	-0.0604932	-2.80886
1.62	-0.243544	-4.84945	-0.0883966	-2.7707
1.63	-0.291714	-4.78253	-0.115885	-2.72592
1.64	-0.339154	-4.70365	-0.142893	-2.67465
1.65	-0.385748	-4.61302	-0.169357	-2.61709
1.66	-0.431376	-4.51086	-0.195215	-2.5534
1.67	-0.475927	-4.39742	-0.220405	-2.4838
1.68	-0.519288	-4.273	-0.244872	-2.4085
1.69	-0.561351	-4.13789	-0.268557	-2.32772
1.7	-0.602012	-3.99244	-0.291409	-2.24171
1.71	-0.641167	-3.83701	-0.313375	-2.15072
1.72	-0.67872	-3.67199	-0.334407	-2.055
1.73	-0.714576	-3.49779	-0.35446	-1.95484
1.74	-0.748646	-3.31485	-0.37349	-1.8505
1.75	-0.780845	-3.12362	-0.391457	-1.74228
1.76	-0.811093	-2.92459	-0.408324	-1.63048
1.77	-0.839313	-2.71824	-0.424056	-1.5154
1.78	-0.865435	-2.50511	-0.438622	-1.39734
1.79	-0.889394	-2.28571	-0.451994	-1.27663
1.8	-0.91113	-2.06059	-0.464147	-1.15358
1.81	-0.930589	-1.83033	-0.475059	-1.02851
1.82	-0.947721	-1.59549	-0.484711	-0.90176
1.83	-0.962485	-1.35667	-0.493089	-0.773643
1.84	-0.974843	-1.11445	-0.500181	-0.644494
1.85	-0.984765	-0.86945	-0.505977	-0.51464
1.86	-0.992225	-0.622275	-0.510472	-0.38441
1.87	-0.997205	-0.373544	-0.513665	-0.25413
1.88	-0.999693	-0.12388	-0.515556	-0.124127
1.89	-0.999682	0.126094	-0.51615	0.00527857
1.9	-0.997172	0.375753	-0.515453	0.133768
1.91	-0.99217	0.624473	-0.513478	0.261029
1.92	-0.984688	0.871631	-0.510238	0.386751
1.93	-0.974745	1.11661	-0.505749	0.510633
1.94	-0.962365	1.3588	-0.500032	0.63238
1.95	-0.94758	1.59759	-0.49311	0.751702
1.96	-0.930426	1.83239	-0.485007	0.868319
1.97	-0.910947	2.06261	-0.475753	0.98196
1.98	-0.889191	2.28768	-0.465379	1.09236
1.99	-0.865213	2.50702	-0.453918	1.19927
2	-0.839072	2.7201	-0.441406	1.30245
2.01	-0.810833	2.92638	-0.427882	1.40167
2.02	-0.780568	3.12535	-0.413387	1.4967
2.03	-0.748352	3.31651	-0.397963	1.58734
2.04	-0.714266	3.49937	-0.381655	1.67339
2.05	-0.678394	3.67349	-0.364511	1.75468
2.06	-0.640827	3.83843	-0.346578	1.83103
2.07	-0.601658	3.99377	-0.327907	1.90229
2.08	-0.560985	4.13913	-0.30855	1.96831
2.09	-0.51891	4.27415	-0.288559	2.02896
2.1	-0.475537	4.39848	-0.267989	2.08415
2.11	-0.430977	4.51182	-0.246894	2.13375
2.12	-0.385339	4.61388	-0.225333	2.17769
2.13	-0.338738	4.7044	-0.20336	2.21591
2.14	-0.29129	4.78317	-0.181034	2.24834
2.15	-0.243114	4.84999	-0.158412	2.27494
2.16	-0.19433	4.90468	-0.135554	2.29569
2.17	-0.145061	4.94711	-0.112518	2.31057
2.18	-0.0954294	4.97718	-0.0893625	2.3196
2.19	-0.0455591	4.99481	-0.0661457	2.32279
2.2	0.00442513	4.99995	-0.0429261	2.32017
2.21	0.0543983	4.9926	-0.0197615	2.31179
2.22	0.104235	4.97276	0.00329065	2.29771
2.23	0.153812	4.9405	0.0261738	2.278
2.24	0.203004	4.89589	0.0488322	2.25276
2.25	0.251689	4.83904	0.0712109	2.22208
2.26	0.299745	4.7701	0.0932561	2.18608
2.27	0.347051	4.68923	0.114915	2.14489
2.28	0.39349	4.59664	0.136137	2.09865
2.29	0.438946	4.49257	0.156872	2.0475
2.3	0.483304	4.37726	0.177071	1.9916
2.31	0.526455	4.25102	0.196689	1.93114
2.32	0.568289	4.11414	0.215679	1.86628
2.33	0.608703	3.96699	0.234	1.79723
2.34	0.647596	3.80992	0.251611	1.72419
2.35	0.68487	3.64333	0.268472	1.64736
2.36	0.720432	3.46763	0.284546	1.56697
2.37	0.754194	3.28326	0.2998	1.48323
2.38	0.78607	3.09069	0.3142	1.39638
2.39	0.815982	2.89039	0.327718	1.30666
2.4	0.843854	2.68287	0.340325	1.21431
2.41	0.869616	2.46864	0.351996	1.11958
2.42	0.893206	2.24824	0.362709	1.02272
2.43	0.914563	2.02222	0.372444	0.923993
2.44	0.933633	1.79115	0.381184	0.823651
2.45	0.950371	1.5556	0.388913	0.721957
2.46	0.964732	1.31616	0.395619	0.619175
2.47	0.976683	1.07343	0.401293	0.515567
2.48	0.986192	0.828024	0.405929	0.411398
2.49	0.993236	0.580544	0.40952	0.306931
2.5	0.997798	0.331613	0.412067	0.202428
2.51	0.999866	0.0818527	0.41357	0.0981498
2.52	0.999435	-0.168112	0.414032	-0.00564538
2.53	0.996505	-0.417656	0.413459	-0.108703
2.54	0.991085	-0.666157	0.411861	-0.21077
2.55	0.983188	-0.912992	0.409248	-0.311601
2.56	0.972833	-1.15755	0.405634	-0.410952
2.57	0.960046	-1.39921	0.401035	-0.508586
2.58	0.94486	-1.63737	0.395469	-0.604273
2.59	0.927313	-1.87144	0.388957	-0.697787
2.6	0.907447	-2.10083	0.381521	-0.788911
2.61	0.885313	-2.32497	0.373187	-0.877434
2.62	0.860967	-2.5433	0.363982	-0.963154
2.63	0.834469	-2.75528	0.353934	-1.04588
2.64	0.805884	-2.96036	0.343075	-1.12542
2.65	0.775286	-3.15805	0.331437	-1.2016
2.66	0.74275	-3.34785	0.319054	-1.27426
2.67	0.708357	-3.52927	0.305964	-1.34324
2.68	0.672194	-3.70188	0.292202	-1.40839
2.69	0.63435	-3.86523	0.277809	-1.46958
2.7	0.594921	-4.01892	0.262824	-1.52668
2.71	0.554005	-4.16257	0.24729	-1.57958
2.72	0.511705	-4.29581	0.231247	-1.62818
2.73	0.468125	-4.41831	0.214741	-1.67238
2.74	0.423375	-4.52977	0.197814	-1.71211
2.75	0.377567	-4.62991	0.180514	-1.7473
2.76	0.330816	-4.71848	0.162884	-1.77789
2.77	0.283237	-4.79525	0.144971	-1.80384
2.78	0.234951	-4.86004	0.126823	-1.82511
2.79	0.186077	-4.91268	0.108485	-1.84169
2.8	0.136738	-4.95304	0.0900044	-1.85357
2.81	0.0870573	-4.98102	0.0714289	-1.86075
2.82	0.0371591	-4.99655	0.0528051	-1.86324
2.83	-0.012832	-4.99959	0.0341796	-1.86108
2.84	-0.062791	-4.99013	0.0155989	-1.85429
2.85	-0.112593	-4.96821	-0.00289096	-1.84293
2.86	-0.162114	-4.93386	-0.0212447	-1.82707
2.87	-0.211229	-4.88718	-0.0394175	-1.80676
2.88	-0.259817	-4.82829	-0.0573653	-1.78209
2.89	-0.307755	-4.75733	-0.0750451	-1.75316
2.9	-0.354924	-4.67448	-0.0924146	-1.72006
